Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
479,79,10637,1Fam,8,2007,2008,PConc,1705,GasA,Ex,Y,1718,0,1718,2,0,3,1,Gd,7,1,Gd,2007,3,826,TA,NA,9,2009,297000
480,50,5925,1Fam,4,1937,2000,BrkTil,907,GasA,TA,Y,1131,0,1131,1,0,2,1,TA,7,0,NA,1995,2,672,TA,NA,3,2007,89471
481,98,16033,1Fam,9,2004,2005,PConc,1833,GasA,Ex,Y,1850,0,1850,2,0,3,1,Gd,8,1,Gd,2004,3,772,TA,NA,3,2006,326000
482,72,11846,1Fam,9,2003,2004,PConc,1792,GasA,Ex,Y,1792,0,1792,2,0,2,1,Ex,6,1,Gd,2003,3,874,TA,NA,8,2006,374000
483,50,2500,1Fam,7,1915,2005,PConc,910,GasA,Ex,Y,916,910,1826,1,1,4,1,Ex,7,1,Gd,1915,1,164,Fa,NA,6,2009,155000
484,32,4500,Twnhs,6,1998,1998,PConc,1216,GasA,Ex,Y,1216,0,1216,2,0,2,1,TA,5,0,NA,1998,2,402,TA,NA,5,2006,164000
485,NA,7758,1Fam,5,1962,2001,CBlock,999,GasA,Gd,Y,999,0,999,1,0,3,1,Gd,6,0,NA,1963,1,264,TA,NA,3,2007,132500
486,80,9600,1Fam,5,1950,2007,CBlock,1113,GasA,Gd,Y,1113,0,1113,1,0,3,1,Gd,5,1,Gd,1950,1,264,TA,NA,7,2009,147000
487,79,10289,1Fam,5,1965,1965,CBlock,1073,GasA,TA,Y,1073,0,1073,1,1,3,1,TA,6,0,NA,1965,2,515,TA,NA,6,2007,156000
488,70,12243,1Fam,5,1971,1971,CBlock,1484,GasA,Gd,Y,1484,0,1484,2,0,3,1,TA,7,1,TA,1971,2,487,TA,NA,2,2007,175000
489,60,10800,2fmCon,5,1900,1970,CBlock,954,GasA,TA,N,1766,648,2414,2,0,3,2,TA,10,1,Gd,1970,2,520,TA,NA,5,2006,160000
490,21,1526,Twnhs,4,1970,2002,CBlock,630,GasA,TA,Y,630,0,630,1,0,1,1,Gd,3,0,NA,1970,1,286,TA,NA,5,2009,86000
491,NA,2665,TwnhsE,5,1976,1976,PConc,264,GasA,TA,Y,616,688,1304,1,1,3,1,TA,4,1,Gd,1976,1,336,TA,NA,6,2008,115000
492,79,9490,1Fam,6,1941,1950,CBlock,806,GasA,TA,Y,958,620,1578,1,0,3,1,Fa,5,2,TA,1941,1,240,TA,NA,8,2006,133000
493,105,15578,1Fam,6,2006,2006,PConc,728,GasA,Gd,Y,728,728,1456,2,1,3,1,TA,8,0,NA,2006,2,429,TA,NA,5,2006,172785
494,70,7931,1Fam,5,1960,1960,CBlock,1269,GasA,TA,Y,1269,0,1269,1,1,3,1,TA,6,1,Fa,1964,1,308,TA,NA,6,2008,155000
495,50,5784,1Fam,5,1938,1996,BrkTil,190,GasA,Gd,Y,886,0,886,1,0,2,1,TA,4,0,NA,1938,1,273,TA,NA,12,2009,91300
496,60,7879,1Fam,4,1920,1950,CBlock,720,GasA,TA,N,720,0,720,1,0,2,1,TA,4,0,NA,NA,0,0,NA,NA,11,2009,34900
497,NA,12692,1Fam,8,1992,1993,PConc,3200,GasA,Ex,Y,3228,0,3228,3,0,4,1,Gd,10,1,Gd,1992,2,546,TA,NA,5,2007,430000
498,60,9120,1Fam,7,1925,1950,PConc,1026,GasA,Ex,Y,1133,687,1820,2,0,4,1,TA,8,0,NA,1925,1,240,TA,NA,6,2008,184000
499,65,7800,1Fam,5,1967,2004,PConc,864,GasA,Ex,Y,899,0,899,1,0,3,1,Gd,5,0,NA,1967,1,288,TA,NA,6,2009,130000
500,70,7535,1Fam,5,1958,1985,CBlock,912,GasA,Fa,Y,912,0,912,1,0,2,1,TA,5,0,NA,1958,1,297,TA,Shed,6,2007,120000
501,21,1890,Twnhs,6,1973,1973,CBlock,672,GasA,TA,Y,672,546,1218,1,1,3,1,TA,7,0,NA,1973,1,264,TA,NA,5,2007,113000
502,75,9803,1Fam,7,2005,2005,PConc,866,GasA,Gd,Y,866,902,1768,2,1,3,1,Gd,7,0,NA,2005,2,603,TA,NA,2,2008,226700
503,70,9170,1Fam,5,1965,1965,CBlock,1214,GasA,Ex,Y,1214,0,1214,1,0,2,1,TA,6,0,NA,1965,2,461,Fa,Shed,4,2007,140000
504,100,15602,1Fam,7,1959,1997,CBlock,1501,GasA,TA,Y,1801,0,1801,2,0,1,1,TA,6,2,TA,1959,2,484,TA,NA,3,2010,289000
505,24,2308,TwnhsE,6,1974,1974,CBlock,855,GasA,TA,Y,855,467,1322,2,1,3,1,TA,6,1,Fa,1974,2,440,TA,NA,6,2009,147000
506,60,7596,Duplex,5,1952,1952,CBlock,960,GasA,Gd,Y,960,1000,1960,2,0,4,2,TA,10,0,NA,1952,2,400,TA,NA,7,2009,124500
507,80,9554,1Fam,8,1993,1994,PConc,777,GasA,Ex,Y,1065,846,1911,2,1,3,1,Gd,8,1,TA,1993,2,471,TA,NA,9,2006,215000
508,75,7862,1Fam,6,2009,2009,PConc,1218,GasA,Ex,Y,1218,0,1218,2,0,2,1,Gd,4,0,NA,2009,2,676,TA,NA,9,2009,208300
509,60,9600,1Fam,7,1928,2005,BrkTil,689,GasA,Ex,Y,689,689,1378,2,0,3,1,Gd,7,1,Gd,1928,2,360,TA,NA,10,2008,161000
510,80,9600,1Fam,5,1959,1959,CBlock,1041,GasA,Ex,Y,1041,0,1041,1,0,3,1,TA,6,0,NA,1959,1,270,TA,NA,7,2009,124500
511,75,14559,1Fam,5,1951,2000,CBlock,1008,GasA,Ex,Y,1363,0,1363,1,0,2,1,TA,6,2,TA,1951,1,288,TA,Shed,6,2009,164900
512,40,6792,TwnhsE,7,2005,2006,PConc,1368,GasA,Ex,Y,1368,0,1368,2,0,2,1,Gd,6,1,Gd,2005,2,474,TA,NA,3,2006,202665
513,70,9100,1Fam,5,1958,1958,CBlock,864,GasA,TA,Y,864,0,864,1,0,3,1,TA,5,0,NA,1964,2,624,TA,NA,7,2006,129900
514,71,9187,1Fam,6,1983,1983,PConc,1084,GasA,TA,Y,1080,0,1080,1,1,3,1,TA,5,0,NA,1983,2,484,TA,NA,6,2007,134000
515,55,10594,1Fam,5,1926,1950,BrkTil,768,Grav,Fa,N,789,0,789,1,0,2,1,TA,5,0,NA,1926,1,200,Po,NA,6,2007,96500
516,94,12220,1Fam,10,2009,2009,CBlock,2006,GasA,Ex,Y,2020,0,2020,2,1,3,1,Ex,9,1,Gd,2009,3,900,TA,NA,9,2009,402861
517,NA,10448,1Fam,6,1972,1972,CBlock,689,GasA,TA,Y,1378,741,2119,2,1,3,1,TA,7,1,TA,1972,2,583,TA,NA,8,2009,158000
518,79,10208,1Fam,7,1996,1997,PConc,1264,GasA,Ex,Y,1277,1067,2344,2,1,3,1,Gd,7,1,TA,1996,3,889,TA,NA,7,2009,265000
519,NA,9531,1Fam,6,1998,1998,PConc,794,GasA,Ex,Y,882,914,1796,2,1,3,1,TA,7,0,NA,1998,2,546,TA,NA,5,2007,211000
520,53,10918,1Fam,7,1926,2004,BrkTil,1276,GasA,Ex,Y,1276,804,2080,1,1,3,1,Gd,9,2,Gd,1926,1,282,TA,NA,6,2009,234000
521,60,10800,2fmCon,4,1900,2000,BrkTil,0,GasA,TA,N,694,600,1294,2,0,3,2,TA,7,0,NA,NA,0,0,NA,NA,8,2008,106250
522,90,11988,1Fam,6,1957,1957,CBlock,1244,GasA,Ex,Y,1244,0,1244,1,1,3,1,TA,6,2,Gd,1957,1,336,TA,NA,5,2007,150000
523,50,5000,1Fam,6,1947,1950,CBlock,1004,GasA,Ex,Y,1004,660,1664,2,0,3,1,TA,7,2,Gd,1950,2,420,TA,NA,10,2006,159000
524,130,40094,1Fam,10,2007,2008,PConc,3138,GasA,Ex,Y,3138,1538,4676,3,1,3,1,Ex,11,1,Gd,2007,3,884,TA,NA,10,2007,184750
525,95,11787,1Fam,7,1996,1997,PConc,1379,GasA,Ex,Y,1383,1015,2398,2,1,3,1,Gd,8,1,TA,1996,3,834,TA,NA,8,2007,315750
526,62,7500,1Fam,7,2005,2005,PConc,1257,GasA,Ex,Y,1266,0,1266,2,0,3,1,Gd,6,1,TA,2005,2,453,TA,NA,4,2006,176000
527,70,13300,1Fam,5,1956,2000,CBlock,928,GasA,TA,Y,928,0,928,1,0,2,1,TA,4,0,NA,1956,1,252,TA,NA,6,2007,132000
528,67,14948,1Fam,9,2008,2008,PConc,1452,GasA,Ex,Y,1476,1237,2713,2,1,3,1,Ex,11,1,Gd,2008,3,858,TA,NA,11,2008,446261
529,58,9098,1Fam,4,1920,2002,BrkTil,528,GasA,Ex,Y,605,0,605,1,0,2,1,TA,5,0,NA,NA,0,0,NA,NA,7,2007,86000
530,NA,32668,1Fam,6,1957,1975,PConc,2035,GasA,TA,Y,2515,0,2515,3,0,4,2,TA,9,2,TA,1975,2,484,TA,NA,3,2007,200624
531,85,10200,1Fam,6,1988,1989,CBlock,1461,GasA,Ex,Y,1509,0,1509,2,0,3,1,Gd,5,1,Fa,1988,2,600,TA,NA,8,2008,175000
532,60,6155,1Fam,6,1920,1999,BrkTil,611,GasA,Ex,Y,751,611,1362,2,0,3,1,TA,6,0,NA,1920,2,502,TA,NA,6,2008,128000
533,60,7200,1Fam,5,1955,2007,Slab,0,GasA,Ex,Y,827,0,827,1,0,2,1,TA,5,1,Po,1967,1,392,TA,NA,4,2010,107500
534,50,5000,1Fam,1,1946,1950,Slab,0,GasA,Fa,N,334,0,334,1,0,1,1,Fa,2,0,NA,NA,0,0,NA,NA,1,2007,39300
535,74,9056,1Fam,8,2004,2004,PConc,707,GasA,Ex,Y,707,707,1414,2,1,3,1,Gd,6,1,Gd,2004,2,403,TA,NA,10,2006,178000
536,70,7000,2fmCon,5,1910,1991,CBlock,1117,GasA,TA,Y,820,527,1347,1,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,1,2008,107500
537,57,8924,1Fam,7,1998,1999,PConc,880,GasA,Ex,Y,880,844,1724,2,1,3,1,Gd,8,0,NA,1998,2,527,TA,NA,7,2008,188000
538,NA,12735,1Fam,4,1972,1972,CBlock,864,GasA,TA,Y,864,0,864,1,0,3,1,TA,5,0,NA,1980,2,576,TA,NA,4,2008,111250
539,NA,11553,1Fam,5,1968,1968,CBlock,1051,GasA,TA,Y,1159,0,1159,1,1,3,1,TA,7,1,Fa,1968,1,336,TA,NA,7,2006,158000
540,NA,11423,1Fam,8,2001,2002,PConc,1581,GasA,Ex,Y,1601,0,1601,2,0,3,1,Gd,6,1,TA,2001,2,670,TA,Shed,5,2010,272000
541,85,14601,1Fam,9,2006,2006,PConc,1838,GasA,Ex,Y,1838,0,1838,2,0,2,1,Ex,8,1,Gd,2006,3,765,TA,NA,3,2009,315000
542,NA,11000,1Fam,8,2000,2000,PConc,969,GasA,Ex,Y,997,1288,2285,2,1,4,1,Gd,8,1,TA,2000,3,648,TA,NA,6,2007,248000
543,78,10140,1Fam,7,1998,1999,PConc,1650,GasA,Ex,Y,1680,0,1680,2,0,3,1,Gd,7,1,TA,1998,2,583,TA,NA,6,2009,213250
544,34,4058,TwnhsE,7,1998,1998,PConc,723,GasA,Ex,Y,767,0,767,1,0,1,1,TA,4,0,NA,1998,1,367,TA,NA,6,2007,133000
545,58,17104,1Fam,7,2006,2006,PConc,654,GasA,Ex,Y,664,832,1496,2,1,3,1,Gd,7,1,Gd,2006,2,426,TA,NA,9,2006,179665
546,NA,13837,1Fam,7,1988,1988,PConc,1204,GasA,Gd,Y,1377,806,2183,2,1,4,1,Gd,9,0,NA,1988,3,786,TA,NA,2,2006,229000
547,70,8737,1Fam,6,1923,1950,BrkTil,1065,GasA,Ex,Y,915,720,1635,1,1,3,1,TA,6,1,Gd,1950,2,440,TA,NA,5,2007,210000
548,54,7244,1Fam,5,1970,1970,CBlock,768,GasA,Ex,Y,768,0,768,1,0,2,1,TA,5,0,NA,1987,2,624,TA,NA,4,2007,129500
549,49,8235,1Fam,5,1955,1995,CBlock,825,GasA,TA,Y,825,0,825,1,0,2,1,TA,4,0,NA,1963,2,720,TA,NA,6,2008,125000
550,75,9375,1Fam,7,2003,2004,PConc,912,GasA,Ex,Y,912,1182,2094,2,1,4,1,Gd,8,1,Gd,2003,2,615,TA,NA,11,2009,263000
551,53,4043,TwnhsE,6,1977,1977,CBlock,1069,GasA,TA,Y,1069,0,1069,2,0,2,1,TA,4,0,NA,1977,2,440,TA,NA,10,2008,140000
552,50,6000,1Fam,5,1957,1957,CBlock,928,GasA,Gd,Y,928,0,928,1,0,3,1,TA,5,0,NA,1957,1,288,TA,NA,6,2008,112500
553,87,11146,1Fam,8,2006,2006,PConc,1709,GasA,Ex,Y,1717,0,1717,2,0,3,1,Gd,7,1,Gd,2006,3,908,TA,NA,7,2009,255500
554,67,8777,1Fam,4,1949,2003,CBlock,0,GasA,Ex,Y,1126,0,1126,2,0,2,1,Gd,5,0,NA,2002,2,520,TA,NA,5,2009,108000
555,85,10625,1Fam,7,2003,2004,PConc,998,GasA,Ex,Y,1006,1040,2046,2,1,3,1,Gd,8,1,Gd,2003,3,871,TA,NA,8,2008,284000
556,58,6380,1Fam,5,1922,1950,BrkTil,993,GasA,TA,Y,1048,0,1048,1,0,2,1,TA,5,1,Gd,1922,1,280,TA,NA,8,2006,113000
557,69,14850,1Fam,5,1957,1957,CBlock,1092,GasA,TA,Y,1092,0,1092,1,0,2,1,TA,6,1,TA,1957,1,299,TA,NA,5,2006,141000
558,60,11040,1Fam,4,1920,1950,CBlock,637,GasA,Gd,Y,897,439,1336,1,1,3,1,TA,7,0,NA,1994,1,570,TA,NA,9,2006,108000
559,57,21872,1Fam,7,1996,1997,PConc,729,GasA,Ex,Y,729,717,1446,2,1,3,1,TA,6,1,TA,1996,2,406,TA,NA,8,2008,175000
560,NA,3196,TwnhsE,7,2003,2004,PConc,1374,GasA,Ex,Y,1557,0,1557,2,0,2,1,Gd,7,1,TA,2003,2,420,TA,NA,10,2006,234000
561,NA,11341,1Fam,5,1957,1996,CBlock,1392,GasA,TA,Y,1392,0,1392,1,1,3,1,TA,5,1,Gd,1957,2,528,TA,NA,5,2010,121500
562,77,10010,1Fam,5,1974,1975,CBlock,1389,GasA,Gd,Y,1389,0,1389,1,0,2,1,TA,6,1,TA,1975,2,418,TA,NA,4,2006,170000
563,63,13907,1Fam,5,1940,1969,CBlock,996,GasA,Ex,Y,996,0,996,1,0,3,1,TA,6,1,Gd,NA,0,0,NA,NA,7,2008,108000
564,66,21780,1Fam,6,1918,1950,BrkTil,1163,GasA,Ex,Y,1163,511,1674,2,0,4,1,TA,8,1,Gd,1955,2,396,TA,NA,7,2008,185000
565,NA,13346,1Fam,7,1992,2000,PConc,1095,GasA,Ex,Y,1166,1129,2295,2,1,4,1,Gd,9,1,TA,1992,2,590,TA,NA,7,2006,268000
566,66,6858,1Fam,6,1915,1950,PConc,806,GasA,TA,N,841,806,1647,1,1,4,1,Fa,6,0,NA,1920,1,216,TA,NA,5,2010,128000
567,77,11198,1Fam,9,2005,2007,PConc,1122,GasA,Ex,Y,1134,1370,2504,2,1,4,1,Ex,11,1,Gd,2005,3,656,TA,NA,6,2008,325000
568,70,10171,1Fam,7,2004,2004,PConc,1517,GasA,Ex,Y,1535,0,1535,2,0,3,1,Gd,7,0,NA,2004,2,532,TA,NA,3,2010,214000
569,79,12327,1Fam,8,1983,2009,CBlock,1496,GasA,Ex,Y,1496,636,2132,1,1,1,1,Gd,5,1,Gd,1983,2,612,Gd,NA,9,2009,316600
570,NA,7032,Duplex,5,1979,1979,CBlock,943,GasA,TA,Y,943,0,943,1,0,2,1,TA,4,2,TA,1979,2,600,TA,NA,12,2006,135960
571,74,13101,Duplex,5,1965,1965,CBlock,1728,GasA,TA,Y,1728,0,1728,2,0,6,2,TA,10,0,NA,1987,2,576,TA,NA,11,2008,142600
572,60,7332,1Fam,6,1959,1959,CBlock,864,GasA,Ex,Y,864,0,864,1,0,2,1,Gd,4,0,NA,1959,1,288,TA,NA,10,2006,120000
573,83,13159,1Fam,7,2009,2009,PConc,846,GasA,Gd,Y,846,846,1692,2,1,3,1,Gd,6,0,NA,2009,2,650,TA,NA,7,2009,224500
574,76,9967,1Fam,7,2000,2000,PConc,384,GasA,Ex,Y,774,656,1430,2,1,3,1,TA,8,1,TA,2000,2,400,TA,NA,12,2007,170000
575,70,10500,1Fam,5,1971,2005,CBlock,372,GasA,TA,Y,576,533,1109,1,0,3,1,TA,5,0,NA,1971,1,288,TA,NA,12,2007,139000
576,80,8480,1Fam,5,1947,1950,CBlock,832,GasA,TA,Y,832,384,1216,1,0,2,1,TA,6,0,NA,1947,1,336,TA,NA,10,2008,118500
577,52,6292,1Fam,7,1928,1950,BrkTil,861,GasA,Gd,Y,877,600,1477,2,0,3,1,TA,6,1,Gd,1928,1,216,TA,NA,8,2009,145000
578,96,11777,1Fam,5,1966,1966,CBlock,1164,GasA,Ex,Y,1320,0,1320,1,0,3,1,TA,6,2,Fa,1966,2,564,TA,NA,5,2006,164500
579,34,3604,TwnhsE,7,2007,2007,PConc,689,GasA,Ex,Y,703,689,1392,2,0,2,1,Gd,5,0,NA,2007,2,540,TA,NA,2,2008,146000
580,81,12150,1Fam,5,1954,1954,BrkTil,1050,GasA,Ex,N,1050,745,1795,2,0,4,1,TA,7,0,NA,1954,1,352,Fa,NA,11,2008,131500
581,NA,14585,1Fam,6,1960,1987,CBlock,1144,GasA,Ex,Y,1429,0,1429,1,0,3,1,Gd,7,2,Gd,1960,2,572,TA,NA,6,2007,181900
582,98,12704,1Fam,8,2008,2009,PConc,2042,GasA,Ex,Y,2042,0,2042,2,1,3,1,Ex,8,1,Gd,2009,3,1390,TA,NA,8,2009,253293
583,81,11841,Duplex,6,1990,1990,CBlock,816,GasA,TA,Y,816,0,816,1,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,5,2007,118500
584,75,13500,1Fam,10,1893,2000,BrkTil,1237,GasA,Gd,Y,1521,1254,2775,3,1,3,1,Gd,9,1,Gd,1988,2,880,Gd,NA,7,2008,325000
585,51,6120,1Fam,4,1935,1995,BrkTil,884,GasA,Ex,Y,989,584,1573,1,0,3,1,Gd,6,0,NA,1935,1,240,TA,NA,7,2009,133000
586,88,11443,1Fam,8,2005,2006,PConc,1868,GasA,Ex,Y,2028,0,2028,2,0,2,1,Gd,7,2,Gd,2005,3,880,TA,NA,3,2006,369900
587,55,10267,1Fam,6,1918,2000,BrkTil,816,GasA,Ex,Y,838,0,838,1,0,2,1,Fa,5,0,NA,1961,1,275,TA,NA,5,2008,130000
588,74,8740,1Fam,5,1982,1982,CBlock,840,GasA,TA,Y,860,0,860,1,0,2,1,TA,4,0,NA,1996,2,528,TA,NA,7,2009,137000
589,65,25095,1Fam,5,1968,2003,CBlock,1437,GasA,Ex,Y,1473,0,1473,1,0,1,1,Ex,5,2,Gd,1968,1,452,TA,NA,6,2009,143000
590,50,9100,1Fam,5,1930,1960,BrkTil,742,GasA,TA,Y,779,0,935,1,0,2,1,TA,4,0,NA,1988,1,308,TA,Shed,8,2008,79500
591,64,8320,1Fam,7,2004,2004,PConc,770,GasA,Ex,Y,770,812,1582,2,1,3,1,Gd,6,0,NA,2004,2,520,TA,NA,9,2008,185900
592,97,13478,1Fam,10,2008,2008,PConc,1722,GasA,Ex,Y,1728,568,2296,2,1,3,1,Ex,10,1,Gd,2008,3,842,TA,NA,6,2009,451950
593,60,6600,1Fam,5,1982,2003,PConc,816,GasA,Ex,Y,816,0,816,1,0,2,1,TA,4,0,NA,1985,2,816,TA,NA,6,2008,138000
594,NA,4435,TwnhsE,6,2003,2003,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,4,0,NA,2003,2,420,TA,NA,5,2009,140000
595,88,7990,1Fam,5,1975,1975,CBlock,924,GasA,TA,Y,924,0,924,1,0,3,1,TA,5,0,NA,1981,1,280,TA,NA,4,2008,110000
596,69,11302,1Fam,8,2005,2006,PConc,1814,GasA,Ex,Y,1826,0,1826,2,0,3,1,Gd,7,1,TA,2005,3,758,TA,NA,8,2006,319000
597,60,3600,1Fam,6,1910,1993,CBlock,684,GasA,Ex,N,684,684,1368,1,0,3,1,TA,7,0,NA,1930,1,216,TA,NA,10,2006,114504
598,53,3922,TwnhsE,7,2006,2007,PConc,1258,GasA,Ex,Y,1402,0,1402,0,2,2,1,Gd,7,1,Gd,2006,3,648,TA,NA,2,2007,194201
599,80,12984,1Fam,5,1977,1977,CBlock,1430,GasA,Ex,Y,1647,0,1647,2,0,3,1,Gd,7,1,TA,1977,2,621,TA,NA,3,2006,217500
600,24,1950,Twnhs,6,1980,1980,CBlock,716,GasA,TA,Y,716,840,1556,2,1,3,1,TA,6,1,TA,1980,2,452,TA,NA,7,2008,151000
601,74,10927,1Fam,8,2005,2005,PConc,1058,GasA,Ex,Y,1058,846,1904,2,1,3,1,Ex,8,1,Gd,2003,2,736,TA,NA,6,2006,275000
602,50,9000,1Fam,6,1937,1950,PConc,780,GasA,TA,Y,780,595,1375,1,1,3,1,Gd,6,1,Gd,1979,1,544,TA,NA,12,2007,141000
603,80,10041,1Fam,8,1992,1992,PConc,908,GasA,Ex,Y,927,988,1915,2,1,3,1,Gd,8,1,TA,1992,2,506,TA,NA,2,2006,220000
604,30,3182,TwnhsE,7,2004,2005,PConc,600,GasA,Ex,Y,600,600,1200,2,1,2,1,Gd,4,0,NA,2004,2,480,TA,NA,6,2010,151000
605,88,12803,1Fam,7,2002,2002,PConc,1494,GasA,Ex,Y,1494,0,1494,2,0,3,1,Gd,6,1,TA,2002,2,530,TA,NA,9,2008,221000
606,85,13600,1Fam,7,1965,1990,CBlock,768,GasA,TA,Y,1186,800,1986,2,1,3,1,TA,7,3,Fa,1965,2,486,TA,NA,10,2009,205000
607,82,12464,1Fam,5,1996,1996,PConc,1040,GasA,Gd,Y,1040,0,1040,1,0,3,1,Gd,6,0,NA,2000,2,576,TA,NA,11,2009,152000
608,78,7800,1Fam,5,1948,2002,CBlock,896,GasA,Ex,Y,1112,896,2008,3,0,3,1,Ex,8,0,NA,1948,1,230,TA,NA,8,2006,225000
609,78,12168,1Fam,8,1934,1998,PConc,965,GasA,TA,Y,1940,1254,3194,2,1,4,1,TA,10,2,Gd,1934,2,380,TA,NA,9,2007,359100
610,61,7943,1Fam,4,1961,1961,CBlock,1029,GasA,Gd,Y,1029,0,1029,1,0,3,1,TA,5,0,NA,1961,1,261,TA,NA,4,2007,118500
611,NA,11050,1Fam,9,2000,2000,PConc,1440,GasA,Ex,Y,1476,677,2153,2,1,3,1,Ex,8,2,Ex,2000,3,736,TA,NA,5,2009,313000
612,NA,10395,1Fam,6,1978,1978,CBlock,1032,GasA,TA,Y,1032,0,1032,2,0,3,1,TA,6,1,TA,1978,2,564,TA,Shed,7,2007,148000
613,NA,11885,1Fam,8,2001,2001,PConc,1299,GasA,Ex,Y,1299,573,1872,2,1,3,1,Ex,7,1,TA,2001,2,531,TA,NA,11,2009,261500
614,70,8402,1Fam,5,2007,2007,PConc,1120,GasA,Ex,Y,1120,0,1120,1,0,3,1,TA,6,0,NA,NA,0,0,NA,NA,12,2007,147000
615,21,1491,TwnhsE,4,1972,1972,CBlock,630,GasA,Ex,Y,630,0,630,1,0,1,1,TA,3,0,NA,NA,0,0,NA,NA,5,2010,75500
616,80,8800,1Fam,6,1963,1963,PConc,936,GasA,Ex,Y,1054,0,1054,1,0,3,1,Gd,6,0,NA,1963,2,480,TA,NA,5,2010,137500
617,NA,7861,1Fam,6,2002,2003,PConc,783,GasA,Ex,Y,807,702,1509,2,1,3,1,Gd,7,1,Gd,2002,2,393,TA,NA,6,2006,183200
618,59,7227,1Fam,6,1954,1954,CBlock,832,GasA,Gd,Y,832,0,832,1,0,2,1,Gd,4,0,NA,1962,2,528,TA,NA,6,2008,105500
619,90,11694,1Fam,9,2007,2007,PConc,1822,GasA,Ex,Y,1828,0,1828,2,0,3,1,Gd,9,1,Gd,2007,3,774,TA,NA,7,2007,314813
620,85,12244,1Fam,8,2003,2003,PConc,1482,GasA,Ex,Y,1482,780,2262,2,1,4,1,Gd,10,2,Gd,2003,3,749,TA,NA,8,2008,305000
621,45,8248,1Fam,3,1914,1950,BrkTil,864,GasA,TA,N,864,0,864,1,0,2,1,TA,5,0,NA,NA,0,0,NA,NA,9,2008,67000
622,90,10800,1Fam,6,1974,1997,CBlock,1522,GasA,TA,Y,1548,1066,2614,2,1,4,1,TA,9,1,TA,1974,2,624,TA,NA,6,2008,240000
623,71,7064,1Fam,5,1977,1977,CBlock,980,GasA,TA,Y,980,0,980,1,0,3,1,TA,6,0,NA,1986,2,484,TA,NA,7,2009,135000
624,NA,2117,TwnhsE,6,2000,2000,PConc,756,GasA,Ex,Y,756,756,1512,2,1,2,1,Gd,4,1,TA,2000,2,440,TA,NA,6,2007,168500
625,80,10400,1Fam,6,1972,1972,CBlock,732,GasA,Gd,Y,1012,778,1790,1,2,4,1,TA,8,1,TA,1972,2,484,TA,NA,11,2006,165150
626,87,10000,1Fam,6,1962,1962,CBlock,1116,GasA,TA,Y,1116,0,1116,1,1,3,1,TA,5,0,NA,1962,2,440,TA,NA,2,2010,160000
627,NA,12342,1Fam,5,1960,1978,CBlock,978,GasA,TA,Y,1422,0,1422,1,0,3,1,TA,6,1,TA,1960,1,286,TA,Shed,8,2007,139900
628,80,9600,1Fam,6,1955,1972,CBlock,1156,GasA,Ex,Y,1520,0,1520,1,0,3,1,TA,7,2,Gd,1955,1,364,TA,NA,3,2010,153000
629,70,11606,1Fam,5,1969,1969,PConc,1040,GasA,TA,Y,1040,1040,2080,1,2,5,1,Fa,9,2,TA,1969,2,504,TA,NA,9,2007,135000
630,82,9020,1Fam,6,1964,1964,CBlock,1248,GasA,TA,Y,1350,0,1350,1,1,3,1,TA,6,0,NA,1964,2,520,TA,NA,6,2008,168500
631,50,9000,1Fam,5,1880,1991,BrkTil,636,GasA,TA,Y,1089,661,1750,1,0,3,1,Ex,8,0,NA,1937,1,240,Fa,NA,6,2006,124000
632,34,4590,Twnhs,8,2006,2006,PConc,1554,GasA,Ex,Y,1554,0,1554,2,0,2,1,Gd,6,1,Gd,2006,2,627,TA,NA,8,2007,209500
633,85,11900,1Fam,7,1977,1977,CBlock,1386,GasA,TA,Y,1411,0,1411,2,0,3,1,TA,6,1,TA,1977,2,544,TA,NA,4,2009,82500
634,80,9250,1Fam,5,1954,2005,CBlock,1056,GasA,TA,Y,1056,0,1056,1,0,3,1,TA,6,0,NA,1954,1,260,TA,NA,7,2007,139400
635,64,6979,Duplex,6,1980,1980,CBlock,1056,GasA,Gd,Y,1056,0,1056,0,0,0,2,TA,4,0,NA,1980,2,576,TA,Shed,6,2010,144000
636,60,10896,2fmCon,6,1914,1995,CBlock,1440,GasA,Ex,Y,1440,1440,3395,2,0,8,2,Fa,14,0,NA,NA,0,0,NA,NA,3,2007,200000
637,51,6120,1Fam,2,1936,1950,BrkTil,264,Grav,Fa,N,800,0,800,1,0,1,1,Fa,4,1,Po,NA,0,0,NA,NA,1,2009,60000
638,50,6000,2fmCon,5,1954,1954,CBlock,811,GasA,TA,Y,811,576,1387,2,0,3,2,Gd,7,0,NA,1954,1,256,TA,NA,11,2009,93000
639,67,8777,1Fam,5,1910,1950,CBlock,796,GasA,Gd,Y,796,0,796,1,0,2,1,TA,4,0,NA,NA,0,0,NA,NA,5,2008,85000
